5635	11 Arbeitsschutz (PSA)	Handschuhe	4	PSA Schutzhandschuhe SHOWA 380	Griffsicherer Allround-Handschuh für nasse und trockene Baustellenarbeit.
6837	11 Arbeitsschutz (PSA)	Handschuhe	4	PSA Nitril Handschuhe schwarz, Box à 100Stk, Grösse M/L/XL	Robuste, öl- und fettbeständige Einweghandschuhe für die Baustelle.
6058	11 Arbeitsschutz (PSA)	Knieschoner	5	Knieschoner schwarz durchstichfest	Durchstichfester Knieschutz für kniendes Arbeiten auf der Baustelle.
6059	11 Arbeitsschutz (PSA)	Knieschoner	5	Knieschoner Poly	Rutschhemmender Komfort-Knieschoner, waschbar bei 30 Grad.
131	11 Arbeitsschutz (PSA)	Rückenstützgürtel	3	Rückenstützgürtel Gr. M-XL	Entlastet den Rücken bei schwerem Heben auf der Baustelle.
1871	11 Arbeitsschutz (PSA)	Schutzbrillen	3	Schutzbrille VISTA mit Glasgläser	Robuste Universal-Schutzbrille mit splitterfreien Glasgläsern.
1872	11 Arbeitsschutz (PSA)	Schutzbrillen	2	Schutzbrille für Brillenträger	Überbrille für Brillenträger, passt über die eigene Korrekturbrille.
1203	11 Arbeitsschutz (PSA)	Schutzärmel	2	Schutzärmel PVC grau Paar Gr	Schützt Arme beim Verlegen vor Nässe und Spritzern.
2421	11 Arbeitsschutz (PSA)	Schutzärmel	2	Schutzärmel PVC grün Paar	Schützt Arme beim Verlegen vor Nässe und Spritzern.
7981	12 Baustellenbedarf & Verbrauch	Abdeckvlies	4	FERROSIL Abdeckvlies Rolle atmungsaktiv 1mx50m 140gr./m2	Schützt frisch verlegte Böden und lässt gleichzeitig Restfeuchte entweichen.
7982	12 Baustellenbedarf & Verbrauch	Abdeckvlies	4	FERROSIL Abdeckvlies Rolle PRO 1mx50m 180gr./m2 Premium Qualität	Premium-Abdeckvlies mit PE-Folie für sicheren Rundumschutz auf der Baustelle.
7983	12 Baustellenbedarf & Verbrauch	Abdeckvlies	4	FERROSIL Abdeckvlies Rolle Classic 1mx50m 120gr./m2	Kostengünstiges Einstiegs-Abdeckvlies mit rückstandsfreiem Kleber.
4570	12 Baustellenbedarf & Verbrauch	Bürsten	1	Messingdrahtbürste Zeintra 3 Reihen	Sanfte Reinigung leicht angerosteter Metallteile ohne Beschädigung der Oberfläche.
2036	12 Baustellenbedarf & Verbrauch	Drahtbürsten	2	Drahtbürste Zeintra	Solide Drahtbürste zum Reinigen und Entfernen von Rückständen.
7399	12 Baustellenbedarf & Verbrauch	Fliesenlochzange	3	KNIPEX Fliesenlochzange (Papageienschnabelzange)	Vergrössert vorgebohrte Löcher in Fliesen ohne Sägen, mit wenig Kraftaufwand.
7384	12 Baustellenbedarf & Verbrauch	Gipserbeil	2	RUTHE Gipserbeil Stahlrohr VPA	VPA/GS-geprüftes Gipserbeil mit Flaschenöffner und Nagelzug in einem Werkzeug.
3389	12 Baustellenbedarf & Verbrauch	Handwaschpaste	2	AKEMI afin® Handwaschpaste	PH-neutrale Handwaschpaste für gröbste Verschmutzungen auf der Baustelle.
6135	12 Baustellenbedarf & Verbrauch	Handwerkzeug	2	KRAFTWERK Schlosserhammer	Leichter Allzweckhammer mit Fiberglasstiel für ermüdungsfreies Arbeiten.
7040	12 Baustellenbedarf & Verbrauch	Klebeband	2	tesa 4342 Hochtemperatur-Präzisionskrepp Premium 50mx38mm	Präzises Abdeckband für scharfe Kanten bei Maler- und Lackierarbeiten.
7400	12 Baustellenbedarf & Verbrauch	Monierzange	2	KNIPEX Monierzange (Rabitz-oder Flechterzange) 250	Verdrillt und schneidet Bindedraht in einem Arbeitsgang, kraftsparend.
7401	12 Baustellenbedarf & Verbrauch	Monierzange	2	KNIPEX Monierzange (Rabitz-oder Flechterzange) 300	Verdrillt und schneidet Bindedraht in einem Arbeitsgang, kraftsparend.
6851	12 Baustellenbedarf & Verbrauch	Putzlappen	3	Putzlappen Trikotstoff 5kg bunt	Vielseitiger Putzlappen für Reinigungs- und Wischarbeiten auf der Baustelle.
6852	12 Baustellenbedarf & Verbrauch	Putzlappen	3	Putzlappen Trikotstoff 5kg weiss	Fusselarmer, weisser Putzlappen für saubere Reinigungs- und Poliergänge.
6527	12 Baustellenbedarf & Verbrauch	Putzpapier	2	Putztuch XXL Rollen 1Stk Blau 1000 Stk Papier 3-lagig	Grosse, reissfeste Putzpapierrolle für den täglichen Baustelleneinsatz.
2025	12 Baustellenbedarf & Verbrauch	Spachtel	2	Malerspachtel	Robuster Stahlspachtel für Maler- und Verputzarbeiten.
3460	12 Baustellenbedarf & Verbrauch	Spachtel	1	Stukkateurspachtel 25mm	Zweiseitiger Feinspachtel für präzise Ausbesserungsarbeiten.
7949	13 Sanitär-Montage	Spülkasten-Betätigung	2	EdPlit versteckter Spühlkasten Betätigung M1 Geberit	Flächenbündige Spültaste, verschwindet vollständig hinter den Fliesen.
7954	13 Sanitär-Montage	Spülkasten-Betätigung	2	EdPlit versteckter Spühlkasten Betätigung M4 Geberit	Flächenbündige Spültaste, kompatibel mit fast allen gängigen Spülsystemen.
7850	13 Sanitär-Montage	Versteckte Handtuchhalter	2	EdPlit 3Stk. Verstecktes Handtuchhalter-Set	Handtuchhaken verschwinden vollständig in der gefliesten Wand, inkl. Lochsäge.
7851	13 Sanitär-Montage	Versteckte Handtuchhalter	2	EdPlit 5Stk. Verstecktes Handtuchhalter-Set	Handtuchhaken verschwinden vollständig in der gefliesten Wand, inkl. Lochsäge.
