Sparte;Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Kategorien;Begründung Top
Steinmetz & Bildhauer;06 Kleben, Fugen & Gehrung;Montage- & Silikonkleber;;4;WEISS Cosmo®HD-100.400 Beutel 600ml, weiss, 1-K-MS-Klebstoff;https://shop.ferronato.ch/images/product/large/7258.png;1-Komponenten-MS-Polymer-Klebe- und Dichtstoff, weiss, im 600-ml-Alu/PP-Schlauchbeutel. Elastisch, lösemittelfrei, natursteinverträglich, geringer Schrumpf, hohe Adhäsion, gut überlackierbar, wetterbeständig. Für Montageverklebungen, Fassadenelemente, Boden- und Fahrzeugbau.;Elastischer, natursteinverträglicher 1K-MS-Klebstoff für Montage.;Shore-Härte ca. 55 Shore A, Bruchdehnung ca. 350 Prozent, 600-ml-Beutel.;https://shop.ferronato.ch/de/product/7258/x;11.0;021-170 400B;ab Lager;Steinbearbeitung > Chemische Produkte > Weiss Cosmo 1K;Verbrauchsmaterial Klebstoff mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;06 Kleben, Fugen & Gehrung;Steinkitte FERROLIT;;3;FERROLIT Steinkitt Spachtel weiss;https://shop.ferronato.ch/images/product/large/4035.png;FERROLIT Steinkitt Spachtel weiss, fest/tixotrop, mit Härtertube, Gebinde 6 kg. Zur Verkittung und Verklebung von Naturstein, zum Modellieren von Ecken und Kanten sowie Füllen grösserer Löcher.;Steinkitt zum Verkitten, Verkleben und Ausbessern von Naturstein.;Gebinde 6 kg, inkl. Härtertube.;https://shop.ferronato.ch/de/product/4035/x;75.0;;;Steinbearbeitung > Chemische Produkte > Steinkitte FERROLIT;Reparaturmaterial mit mittlerem Nachkaufcharakter.
Steinmetz & Bildhauer;06 Kleben, Fugen & Gehrung;Steinkitte FERROLIT;;3;FERROLIT Steinkitt flüssig paglierino / jurahell;https://shop.ferronato.ch/images/product/large/3550.png;FERROLIT Steinkitt flüssig, Farbton paglierino/jurahell, mit Härtertube, im Blechkübel zu 29 kg.;Flüssiger Steinkitt in Jurahell, im 29-kg-Grossgebinde.;29 kg, inkl. Härtertube, Farbe paglierino/jurahell.;https://shop.ferronato.ch/de/product/3550/x;219.0;;;Steinbearbeitung > Chemische Produkte > Steinkitte FERROLIT;Verbrauchsmaterial in der Steinreparatur, moderater Nachkauf.
Steinmetz & Bildhauer;06 Kleben, Fugen & Gehrung;Steinkitte FERROLIT;;3;FERROLIT Steinkitte solido transparent;https://shop.ferronato.ch/images/product/large/1301.png;FERROLIT Steinkitt solido transparent, Spachtelmasse inkl. Härter, erhältlich in 0,9 kg und 4,5 kg.;Transparenter Steinkitt zum Ausbessern und Verkitten von Stein.;Gebinde 0,9 kg und 4,5 kg, inkl. Härter.;https://shop.ferronato.ch/de/product/1301/x;27.0;;;Steinbearbeitung > Chemische Produkte > Steinkitte FERROLIT;Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;06 Kleben, Fugen & Gehrung;Steinkitte FERROLIT;;3;FERROLIT TIXO scuro  juradunkel;https://shop.ferronato.ch/images/product/large/1837.png;FERROLIT TIXO scuro Spachtel juradunkel, Steinkitt mit Härter, Gewicht 6 kg.;Spachtelfähiger Steinkitt in juradunkler Farbe.;6-kg-Gebinde, inklusive Härter.;https://shop.ferronato.ch/de/product/1837/x;53.0;;;Steinbearbeitung > Chemische Produkte > Steinkitte FERROLIT;Reparaturmaterial mit regelmässigem Nachkauf-Charakter.
Steinmetz & Bildhauer;06 Kleben, Fugen & Gehrung;Steinkitte FERROLIT;;3;FERROLIT flüssig nero 1.3kg;https://shop.ferronato.ch/images/product/large/1769.png;FERROLIT Steinkitt nero, flüssig, schwarz, 1,3 kg, inklusive Härter. Erhältlich auch als 6-kg- und 25-kg-Gebinde.;Flüssiger schwarzer Steinkitt mit Härter zum Ausbessern.;Auch als 6-kg- und 25-kg-Gebinde erhältlich.;https://shop.ferronato.ch/de/product/1769/x;15.5;;;Steinbearbeitung > Chemische Produkte > Steinkitte FERROLIT;Reparaturmaterial mit regelmässigem Nachkauf in mehreren Gebindegrössen.
Steinmetz & Bildhauer;06 Kleben, Fugen & Gehrung;Steinkitte FERROLIT;;3;FERROLIT flüssig transp. 10kg;https://shop.ferronato.ch/images/product/large/2558.jpg;FERROLIT Steinkitt transparent liquido, flüssig, 10kg inklusive Härter.;Flüssiger transparenter Steinkitt, 10kg.;Inklusive Härter.;https://shop.ferronato.ch/de/product/2558/x;261.0;020-110;ab Lager;Steinbearbeitung > Chemische Produkte > Steinkitte FERROLIT;Verbrauchskleber, moderater Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Grabschmuck-Pflege;;3;SEPIA-Schalen im Beutel;https://shop.ferronato.ch/images/product/large/2156.png;SEPIA-Schalen im Beutel, ca. 1kg Premiumware, Länge ca. 210mm, harte weisse Ausführung, ca. 20 Stück pro Beutel. Zum Wegradieren von Farbüberständen auf Stein nach dem Trocknen.;Radiert Farbüberstände nach dem Beschriften weg.;1kg Beutel mit ca. 20 Schalen.;https://shop.ferronato.ch/de/product/2156/x;165.0;020-064;ab Lager;Bildhauer;Verbrauchsmaterial im Grabschmuck-Bereich, regelmässiger Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Grabschmuck-Pflege;;3;SEPIA-Schalen pro Stück;https://shop.ferronato.ch/images/product/large/4561.jpg;SEPIA-Schale, ca. 60 g, Grösse 210 mm. Farbüberstände auf dem Stein lassen sich nach dem vollständigen Trocknen mit dem Sepia quasi wegradieren.;Sepia-Schale zum Wegradieren überschüssiger Farbe auf Stein.;Grösse 210 mm, ca. 60 g Gewicht.;https://shop.ferronato.ch/de/product/4561/x;12.95;020-062;ab Lager;Bildhauer;Nischenzubehör für Grabschriften, seltener Kauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Imprägnierung & Farbtonvertiefer;3;4;AKEMI Anti Fleck Super;https://shop.ferronato.ch/images/product/large/7367.jpg;Wasser-, fett- und ölabweisende Spezialimprägnierung auf Siliconbasis mit doppeltem Fleckschutzfaktor für saugfähigen Natur- und Kunststein (Marmor, Solnhofer Platten, Sandstein, Feinsteinzeug) innen und aussen. Auch für Cotto- und Terracotta-Flächen geeignet, Wirkung nach 24-48 Stunden.;Fleckschutz-Imprägnierung für saugfähigen Natur- und Kunststein.;Für Küche, Bad, Boden, Terrasse und Grabstein geeignet.;https://shop.ferronato.ch/de/product/7367/x;19.0;;;Aufbearbeitung von Böden + mehr;Imprägnierung gegen Flecken, laufender Verbrauch
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Imprägnierung & Farbtonvertiefer;4;4;AKEMI TOP SHIELD transparent 250ml;https://shop.ferronato.ch/images/product/large/3544.jpg;AKEMI TOP SHIELD transparent, 250 ml, Hochleistungsimprägnierung mit 3- bis 6-fach höherer Ergiebigkeit als herkömmliche Produkte, lebensmittelecht nach Aushärtung. Extrem wasser-, fett- und ölabweisend für Marmor, Kalkstein, Granit, Feinsteinzeug und Kunststein, auch für raue Oberflächen. Schutzwirkung nach 2-3 h.;Hochleistungsimprägnierung, lebensmittelecht, sehr ergiebig.;250 ml, Schutzwirkung nach 2-3 h.;https://shop.ferronato.ch/de/product/3544/x;108.2;020-970;Nicht an Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Schutzversiegelung für Küchenabdeckungen
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Imprägnierung & Farbtonvertiefer;;4;AKEMI Farbtonvertiefer;https://shop.ferronato.ch/images/product/large/2491.jpg;AKEMI Farbtonvertiefer, Imprägnierung mit hervorragender Farbtonvertiefung, lebensmittelunbedenklich, Schutzwirkung nach ca. 24h, witterungsbeständig. Erzeugt Nasseffekt ohne Glanz, wasser- und schmutzabweisend, besonders für rauen, saugfähigen Stein.;Vertieft Farbtöne ohne Glanzbildung.;Ergiebigkeit ca. 10-20m² pro Liter.;https://shop.ferronato.ch/de/product/2491/x;15.9;;;Steinbearbeitung > Chemische Produkte > Schutzmittel/Farbtonvert;Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Imprägnierung & Farbtonvertiefer;;4;AKEMI Farbtonvertiefer Plus;https://shop.ferronato.ch/images/product/large/1185.jpg;Imprägnierung mit Farbtonvertiefung für fein geschliffenen und polierten, saugfähigen Natur- und Kunststein wie Marmor, Schiefer, Sandstein, Granit oder Betonwerkstein. Witterungsbeständig mit Langzeitwirkung innen und aussen, Schutzwirkung nach 24-48 h. Kombinierbar mit AKEMI Stone Ink zur weiteren Farbintensivierung.;Vertieft Farbe und Struktur von poliertem Naturstein dauerhaft.;Kombinierbar mit AKEMI Stone Ink, Auftrag mit Mopp.;https://shop.ferronato.ch/de/product/1185/x;120.0;;;Steinbearbeitung > Chemische Produkte > Schutzmittel/Farbtonvert;Nischen-Imprägnierprodukt mit gelegentlichem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Imprägnierung & Farbtonvertiefer;;4;AKEMI IMPREGNATOR;https://shop.ferronato.ch/images/product/large/3868.jpg;NATURA Impregnator auf Wasserbasis, lösungsmittelfrei, VOC-frei, geruchlos. Wasser- und schmutzabweisende Imprägnierung für saugfähigen Natur- und Kunststein, Cotto, Terrazzo und unglasierte Keramik, auch für restfeuchte Aussenflächen. Ergiebigkeit ca. 20 m²/Liter. Erhältlich in 1 oder 5 Liter.;Wasserbasierte Basisimprägnierung für Naturstein und Terrazzo.;Gebinde 1 oder 5 Liter, Ergiebigkeit ca. 20 m²/Liter.;https://shop.ferronato.ch/de/product/3868/x;26.8;;;Aufbearbeitung von Böden + mehr;Imprägnier-Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Imprägnierung & Farbtonvertiefer;;4;AKEMI Protector W 5 Liter;https://shop.ferronato.ch/images/product/large/3831.jpg;AKEMI Ceramics Protector W 5 l, Vorimprägnierung auf Siliconbasis, lösungsmittelhaltig, geringe Geruchsentwicklung. Lang anhaltender Hinterfeuchtungsschutz gegen Ausblühungen bei saugfähigen Wand- und Bodenbelägen aus Natur- und Kunststein. Anwendung vor dem Verlegen, dient auch als Ausfughilfe. Nur für gewerbliche Fachanwender.;Vorimprägnierung gegen Hinterfeuchtung vor dem Verlegen.;Gebinde 5 Liter, dient auch als Ausfughilfe.;https://shop.ferronato.ch/de/product/3831/x;195.5;020-616;ab Lager;Steinbearbeitung > Chemische Produkte > Imprägnierungsmittel;Imprägnier-Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Imprägnierung & Farbtonvertiefer;;4;AKEMI Triple Effect;https://shop.ferronato.ch/images/product/large/2501.jpg;AKEMI Triple Effect, gebrauchsfertiges Pflegeimprägnierungsspray auf Basis modifizierter organischer Verbindungen, nicht-filmbildend, lebensmittelunbedenklich nach Aushärtung, frischer Duft. Pumpspray zur laufenden Pflegeimprägnierung von feingeschliffenem oder poliertem Stein.;Gebrauchsfertiges Pflege- und Imprägnierspray.;Nicht-filmbildend, angenehmer Duft.;https://shop.ferronato.ch/de/product/2501/x;24.0;;;Steinbearbeitung > Chemische Produkte > Imprägnierungsmittel;Pflegemittel mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;6;4;AKEMI Super-Gloss 750ml;https://shop.ferronato.ch/images/product/large/1402.jpg;AKEMI Super-Gloss 750 ml, hochglänzender Lack aus Kunstharzen und Wachsen mit starker Farbtonvertiefung, vergilbungsstabil, schnell trocknend. Für raue, geschliffene, poröse und saugfähige Flächen aus Natur- und Kunststein, besonders bei Ecken, Kanten, Reliefs und Statuen. Lösemittelbasis, Auftrag mit Roller oder Pinsel.;Hochglanzlack zur Farbtonvertiefung auf Naturstein-Kleinflächen.;Auftrag mit Roller oder Flächenpinsel, 750 ml Gebinde.;https://shop.ferronato.ch/de/product/1402/x;45.2;020-754;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Politur für Nachbehandlung und Unterhalt
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;AKEMI Basis-Kristallisator 5lt;https://shop.ferronato.ch/images/product/large/682.jpg;Flüssiger Basis-Kristallisator AK1 auf Basis hochwertiger Fluorsilikatverbindungen zur Oberflächenvergütung von Bodenbelägen aus Kalkstein (Marmor, Travertin) oder zementgebundenem Betonwerkstein (Terrazzo). Erhöht durch chemische Reaktion die Verschleissfestigkeit, erzeugt guten Glanz mit Farbtonvertiefung und Rutschhemmung. Vorschliff mit Korn 400 empfohlen.;Basis-Kristallisator erhöht Verschleissfestigkeit und Glanz von Kalksteinböden.;5-Liter-Gebinde, Vorschliff mit Korn 400 empfohlen.;https://shop.ferronato.ch/de/product/682/x;132.6;020-576;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Verbrauchsmaterial für die professionelle Bodenpflege mit Nachkaufbedarf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;AKEMI Finish Kristallisator 5lt;https://shop.ferronato.ch/images/product/large/685.jpg;Flüssiger Finish-Kristallisator AK2 auf Basis hochwertiger Fluorsilikatverbindungen mit zusätzlichen Wirkstoffen zur Glanzsteigerung, für mit AK1 vorbehandelte Böden aus Kalkstein oder Betonwerkstein. Erhöht zusätzlich die Verschleissfestigkeit, sorgt für nochmalige Glanzsteigerung mit Farbtonvertiefung und Rutschhemmung, Mattflecken lassen sich durch wiederholte Kristallisation auspolieren.;Finish-Kristallisator steigert Glanz und Rutschhemmung nach Basisbehandlung.;5-Liter-Gebinde, Anwendung nach Vorbehandlung mit AK1.;https://shop.ferronato.ch/de/product/685/x;145.5;020-578;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Verbrauchsmaterial für die professionelle Bodenpflege mit Nachkaufbedarf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;AKEMI Liqui polish;https://shop.ferronato.ch/images/product/large/4036.jpg;AKEMI Liqui Polish Universal, cremige Suspension aus anorganischen Polierstoffen für mehrere Polierstufen mit einem Produkt. Erhöht den Glanzgrad von vorgeschliffenen und polierten Hart- und Weichgesteinsoberflächen. Erhältlich als Black für dunkles und White für helles Gestein.;Universal-Polierpaste für Hart- und Weichgestein, mehrere Polierstufen.;Varianten Black und White je nach Gesteinsfarbe.;https://shop.ferronato.ch/de/product/4036/x;40.5;;;Steinbearbeitung > Chemische Produkte > Poliermittel;Poliermittel mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;AKEMI Steinpflegemittel 10-2012;https://shop.ferronato.ch/images/product/large/2495.jpg;AKEMI Steinpflegemittel 10-2012, schnell trocknendes Polier- und Pflegemittel aus Wachsen und Kunstharzen, farbtonvertiefend, für alle Natur- und Kunststeine sowie Cotto und Terracotta, Innenbereich.;Farbtonvertiefendes Pflege- und Poliermittel.;Auch für Cotto- und Terracottaflächen geeignet.;https://shop.ferronato.ch/de/product/2495/x;30.5;;;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Pflegemittel mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;Marmorpolierpulver 5B 1 kg hellgelb;https://shop.ferronato.ch/images/product/large/162.jpg;Marmorpolierpulver 5B Ferrobril, 1 kg, hellgelb, Polierpulver für Marmor.;Polierpulver für den Hochglanz auf Marmoroberflächen.;1 kg Gebinde, hellgelbe Farbe.;https://shop.ferronato.ch/de/product/162/x;20.0;020-046;ab Lager;Steinbearbeitung > Chemische Produkte > Poliermittel > Polierpulver;Verbrauchsmaterial mit hoher Nachkauffreqünz beim Polieren.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;Polierpaste für Granit + Marmor;https://shop.ferronato.ch/images/product/large/4332.png;Polierpaste Superpast für Granit und Marmor, 700 g, Festpaste mit mittlerer Abrasivität. Hohes Vorbereitungsergebnis, guter Glanzeffekt auf dunklen Oberflächen, ohne Kieselsäure. Erhältlich in schwarz, grau und weiss.;Festpaste zum Abglänzen von Granit und Marmor.;700-g-Gebinde, erhältlich in schwarz, grau und weiss.;https://shop.ferronato.ch/de/product/4332/x;24.2;;;Steinbearbeitung > Chemische Produkte > Poliermittel > Polierwachse;Verbrauchsmaterial mit regelmässigem Nachkauf im Poliergeschäft.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;Polierpulver weiss für Granit+Marmor;https://shop.ferronato.ch/images/product/large/4692.png;Polierpulver weiss LPLL100, 960 g, Blechbüchse, zum Polieren mit der Polierfilzscheibe. Für Granit, Marmor und Kunststein, besonders für helle Hartgesteine, bringt verlorenen Spiegelglanz zurück.;Polierpulver für hellen Hartstein, gibt Spiegelglanz zurück.;960-g-Büchse, in Verbindung mit Polierfilzscheibe.;https://shop.ferronato.ch/de/product/4692/x;25.75;020-142;ab Lager;Bildhauer;Verbrauchsmaterial mit regelmässigem Nachkauf im Poliergeschäft.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;Schmelzwachs 1kg Hartwachs;https://shop.ferronato.ch/images/product/large/1338.jpg;Hartes Schmelzwachs, 1 kg, fester Riegel, in weiss neutral oder braun.;Hartwachs zum Schmelzen für die Steinpolitur.;Farben weiss neutral und braun.;https://shop.ferronato.ch/de/product/1338/x;25.45;;;Steinbearbeitung > Chemische Produkte > Poliermittel > Polierwachse;Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Pflege, Politur & Kristallisation;;4;Zinnasche 3 kg;https://shop.ferronato.ch/images/product/large/163.jpg;Zinnasche 3 kg, SnO2, Verwendung als Poliermehl.;Zinnasche als klassisches Poliermehl für Naturstein.;3 kg Gebinde, chemische Bezeichnung SnO2.;https://shop.ferronato.ch/de/product/163/x;135.95;020-049;Nicht an Lager;Steinbearbeitung > Chemische Produkte > Poliermittel > Polierpulver;Verbrauchsmaterial mit hoher Nachkauffreqünz beim Polieren.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;5;4;AKEMI Natural Stone Basic Cleaner;https://shop.ferronato.ch/images/product/large/1497.jpg;Natural Stone Basic Cleaner, gebrauchsfertiges, schwach alkalisches Reinigungsmittel, frei von Phosphaten und Laugen, biologisch abbaubar, lebensmittelbereichstauglich. Für die Grundreinigung von Arbeitsplatten, entfernt Lebensmittelreste, Oel-, Fettschmutz und leichte Pflegeschichten von Marmor, Travertin, Terrazzo, Granit, Cotto, Fliesen und Sichtbeton. Gebinde 500 ml.;Alkalischer Grundreiniger für Naturstein- und Fliesenflächen.;500 ml, phosphat- und laugenfrei.;https://shop.ferronato.ch/de/product/1497/x;17.9;020-618;ab Lager;Steinbearbeitung > Chemische Produkte > Reinigungsmittel > Grundreinigung;Grundreiniger Naturstein, Standard nach Montage
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI GOOD-BYE STAIN;https://shop.ferronato.ch/images/product/large/4213.jpg;AKEMI Good-Bye Stain, anwendungsfertiges, schnell wirkendes, leicht alkalisches Reinigungsmittel auf Basis aktiver Chlorverbindungen. Zum porentiefen Entfernen organischer Verfärbungen wie Obst- und Gemüsesäfte, Kaffee, Tee, Rotwein, Blut oder Filzstift auf mineralischen Oberflächen wie Marmor, Granit, Betonwerkstein, Quarzkomposit und Keramik.;Spezialreiniger gegen organische Flecken auf Naturstein und Keramik.;Anwendungsfertig, chlorbasiert.;https://shop.ferronato.ch/de/product/4213/x;28.0;020-934;ab Lager;Steinbearbeitung > Chemische Produkte > Reinigungsmittel > Spezialreinigung;Chemisches Verbrauchsprodukt mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI Imprägnierungs-Entferner;https://shop.ferronato.ch/images/product/large/2330.jpg;AKEMI Imprägnierungs-Entferner 1 Liter, konzentriertes, hoch alkalisches Reinigungsgel, geruchlos, lösungsmittelfrei, biologisch abbaubar. Für die professionelle Beseitigung von Imprägnierungsflecken und hartnäckigen Verschmutzungen (z.B. Lackreste) auf Naturstein, Betonwerkstein und Klinker.;Entfernt Imprägnierungsflecken und Lackreste.;1 Liter, gelartig für vertikale Flächen.;https://shop.ferronato.ch/de/product/2330/x;48.9;020-558;ab Lager;Auto Produkte > Aufbereitung- & Pflege > Reiniger;Spezialreiniger mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI PRO SCRUB;https://shop.ferronato.ch/images/product/large/3622.jpg;Leicht alkalisches, abrasives Reinigungsmittel auf Basis feinster Abrasiva und Tenside, frei von VOC und Mikroplastik. Entfernt Metallabrieb, hartnäckige Verschmutzungen und leichte Kalkverkrustungen auf poliertem, satiniertem oder gebürstetem Natur- und Kunstwerkstein wie Granit, Marmor, Keramik oder Quarzkomposit. Biologisch abbaubare Tenside.;Abrasives Reinigungsmittel für polierten Naturstein und Quarzkomposit.;Für Küche, Bad, Fensterbänke und Böden geeignet.;https://shop.ferronato.ch/de/product/3622/x;24.2;020-932;ab Lager;Aufbearbeitung von Böden + mehr;Reinigungs-Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI Quartz Intensive Cleaner 1l;https://shop.ferronato.ch/images/product/large/8404.jpg;Säurefreier Intensivreiniger für die wöchentliche Grundreinigung von Quarzkomposit-Oberflächen wie Küchenarbeitsplatten und Theken. Frei von Phosphaten und Laugen, leicht biologisch abbaubar, für professionellen und privaten Gebrauch.;Säurefreier Intensivreiniger für Quarzkomposit-Oberflächen.;1 Liter, im Lebensmittelbereich einsetzbar.;https://shop.ferronato.ch/de/product/8404/x;27.3;020-832;ab Lager;Steinbearbeitung > Chemische Produkte > Reinigungsmittel;Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI Reiniger A 1lt;https://shop.ferronato.ch/images/product/large/622.jpg;Lösungsmittelhaltiger Reiniger auf Ketonbasis, schnell ablüftend, nicht filmbildend, CKW-frei. Entfernt nicht ausgehärtete Klebstoff- und Dichtungsmassenreste von Natur- und Kunststein, Fliesen, Keramik, Glas, Klinker, Email und Metall. Nicht für Kunststoffe und lackierte Flächen geeignet. Auch zur Werkzeugreinigung.;Reiniger für frische Klebstoff- und Dichtungsmassenreste.;Auch zur Werkzeugreinigung, nicht für Kunststoffe geeignet.;https://shop.ferronato.ch/de/product/622/x;28.5;020-738;ab Lager;Aufbearbeitung von Böden + mehr;Verbrauchsmaterial mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI Reiniger I;https://shop.ferronato.ch/images/product/large/4259.jpg;AKEMI Reiniger I, lösungsmittelhaltiger Reiniger auf Alkoholbasis, etwas verzögerte Ablüftung, nicht filmbildend. Eignet sich zum schonenden Reinigen von Werkstücken, z.B. Küchenarbeitsplatten nach der Produktion und vor dem Imprägnieren. Löst Fettfilme sowie nicht ausgehärtete Klebe- und Dichtstoffreste. Geeignet für Naturstein, Kunststein, Fliesen, Keramik, Glas, Metall und Kunststoffe.;Alkoholreiniger für Werkstücke vor der Imprägnierung.;Nicht filmbildend, für viele Oberflächen geeignet.;https://shop.ferronato.ch/de/product/4259/x;31.0;;;Steinbearbeitung > Chemische Produkte > Reinigungsmittel > Spezialreinigung;Chemisches Verbrauchsprodukt mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI Rostentferner Marmor;https://shop.ferronato.ch/images/product/large/1409.jpg;AKEMI Rostentferner Marmor, gebrauchsfertiges, leicht alkalisches Reinigungsmittel zur Entfernung oberflächlicher Rostverfärbungen auf säureempfindlichem Natur-, Kunst- oder Betonwerkstein. Punktuell anwendbar ohne sichtbare Oberflächenveränderung, PH-neutral, biologisch abbaubare Tenside.;Entfernt punktuell Rostflecken auf säureempfindlichem Naturstein.;Gebrauchsfertig, PH-neutral, ideal für polierte Marmorflächen.;https://shop.ferronato.ch/de/product/1409/x;23.7;020-944;ab Lager;GALA+Tiefbau+Renovation > AKEMI Spezialreiniger für den GaLa-Bau > AKEMI Spezialreiniger;AKEMI-Reiniger mit regelmässigem Nachkauf-Charakter.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI SPIDER BLACK;https://shop.ferronato.ch/images/product/large/2218.jpg;AKEMI Spider Black 1 Liter, schwarzes, schnell trocknendes Polier- und Pflegemittel aus Wachsen und Kunstharzen, farbtonvertiefend. Macht Microfissuren und Kleinstrisse auf dunklem/schwarzem Stein unsichtbar, für Innenbereich.;Kaschiert Feinrisse auf dunklem, poliertem Stein.;1 Liter, aufpolierbar, Innenbereich.;https://shop.ferronato.ch/de/product/2218/x;49.2;020-598;ab Lager;Steinbearbeitung > Chemische Produkte > Pflegemittel/Versiegeln;Pflegemittel mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;AKEMI Wachsentferner;https://shop.ferronato.ch/images/product/large/2477.jpg;AKEMI Wachsentferner auf Basis hochwirksamer Lösungsmittel, Tenside und Emulgatoren, frei von chlorierten Kohlenwasserstoffen, biologisch abbaubar. Entfernt mühelos Teer, Bitumen, hartnäckige Wachsschichten, Fluate und Polituren von Natur- und Kunststein.;Entfernt Wachs, Teer und Polituren von Stein.;Biologisch abbaubar, CKW-frei.;https://shop.ferronato.ch/de/product/2477/x;29.5;;;Aufbearbeitung von Böden + mehr;Spezialreiniger mit regelmässigem Nachkauf.
Steinmetz & Bildhauer;07 Reinigen, Schützen & Reparieren;Reiniger & Spezialreiniger;;4;Seal- & Bond Remover 500 ml;https://shop.ferronato.ch/images/product/large/3866.jpg;Seal- & Bond Remover 500 ml, hochwertiges Reinigungsprodukt zum Entfernen von Kleberückständen, Lösen von Dicht- und Klebemassen sowie Entfetten von Oberflächen vor Abdichtungs- und Verklebungsarbeiten. Schnelle, rückstandsfreie Ablüftung, greift Lack, Glas, Alu, Gummi und die meisten Kunststoffe nicht an.;Entfetter zum Entfernen von Kleber- und Dichtmassenrückständen.;Gebinde 500 ml, rückstandsfreie Ablüftung.;https://shop.ferronato.ch/de/product/3866/x;25.2;021-038;Nicht an Lager;Steinbearbeitung > Zubehör und Hilfsmittel > Pinsel und Spraydosen;Verbrauchsmaterial im Klebe-Workflow, regelmässiger Nachkauf.
